city,cut,color,clarity,carat,depth,table,x,y,z,price
9,4,5,6,0.71,63.5,57.0,5.65,5.68,3.6,2456
1,2,0,3,0.78,61.4,57.0,5.91,5.94,3.64,3454
8,2,4,5,0.9,61.9,55.0,6.22,6.19,3.84,4133
7,2,0,5,0.31,61.5,56.0,4.34,4.37,2.68,734
2,1,1,3,0.92,62.0,64.0,6.2,6.16,3.83,3153
0,2,5,4,0.43,61.8,55.0,4.88,4.9,3.02,1218
5,2,3,5,0.3,61.2,55.0,4.35,4.38,2.67,545
2,2,1,5,0.7,62.5,55.0,5.73,5.7,3.57,2693
5,3,1,7,0.32,61.5,58.0,4.36,4.42,2.7,842
8,2,3,1,0.46,62.1,56.0,4.96,4.93,3.07,1733
1,2,3,7,0.3,61.8,57.0,4.29,4.32,2.66,665
9,2,4,7,0.38,62.2,54.6,4.62,4.66,2.89,832
7,3,4,2,2.04,62.5,61.0,8.08,8.04,5.04,18115
11,3,4,4,0.47,60.3,61.0,5.05,5.04,3.04,1244
5,2,0,5,0.53,61.7,55.0,5.21,5.23,3.22,1857
8,4,0,7,0.6,60.6,57.0,5.48,5.51,3.33,2897
8,2,1,5,0.71,61.0,55.0,5.79,5.75,3.52,2863
2,2,3,3,0.45,61.9,54.0,4.91,4.95,3.05,709
9,3,5,2,1.04,61.8,60.0,6.51,6.47,4.01,4368
9,3,3,3,1.02,62.5,59.0,6.42,6.37,4.0,4370
9,1,1,3,0.75,63.8,55.0,5.74,5.8,3.68,2453
1,3,1,4,0.41,60.6,59.0,4.8,4.77,2.9,1153
12,2,1,6,0.4,62.4,57.0,4.67,4.72,2.93,1333
5,0,1,3,0.7,70.6,56.0,5.45,5.35,3.81,1828
10,4,3,5,1.08,60.6,58.0,6.65,6.71,4.05,6777
3,2,3,7,1.23,62.7,56.0,6.81,6.84,4.28,10317
9,2,1,3,0.55,62.0,56.0,5.27,5.22,3.25,1273
9,4,2,5,0.31,62.9,56.0,4.3,4.32,2.71,625
10,4,3,4,1.02,62.6,58.0,6.36,6.46,4.01,6301
6,1,6,3,0.64,64.7,54.0,5.39,5.43,3.5,1141
5,3,0,2,0.3,59.7,59.0,4.34,4.37,2.6,552
7,3,0,3,0.41,62.3,58.0,4.77,4.74,2.96,876
4,2,2,3,0.76,60.3,60.0,5.86,5.89,3.54,2624
3,3,3,6,0.44,60.9,59.0,4.9,4.96,3.0,1235
1,4,0,2,0.64,62.2,55.0,5.51,5.55,3.44,1967
0,2,1,7,0.3,62.2,54.4,4.3,4.32,2.68,779
9,2,1,4,0.38,61.4,56.0,4.66,4.69,2.87,920
1,2,4,1,0.38,60.0,60.0,4.71,4.76,2.84,1064
2,2,1,6,0.4,62.8,57.0,4.71,4.65,2.94,1397
9,2,3,7,0.32,61.6,55.0,4.42,4.41,2.72,936
2,2,0,2,1.51,59.5,57.0,7.56,7.46,4.47,12738
5,2,4,3,2.04,62.0,56.0,8.18,8.23,5.09,16319
3,2,6,4,1.2,61.8,55.0,6.81,6.76,4.19,5040
8,4,3,1,0.39,63.5,56.0,4.67,4.65,2.96,1271
0,2,6,2,1.09,61.4,55.0,6.61,6.67,4.08,4565
11,2,5,2,1.01,60.6,57.0,6.51,6.56,3.96,3999
4,2,3,5,1.2,62.8,54.0,6.75,6.79,4.25,8414
2,1,2,4,1.01,59.0,62.0,6.56,6.6,3.88,6794
1,2,4,2,0.54,62.2,56.0,5.26,5.19,3.25,1240
1,3,4,2,1.51,60.6,59.0,7.45,7.41,4.5,10519
12,2,2,1,0.31,62.0,55.0,4.36,4.38,2.71,914
3,2,1,4,0.51,62.0,57.0,5.11,5.15,3.18,1841
5,4,1,7,0.3,59.7,57.0,4.37,4.43,2.62,622
3,3,4,3,2.05,62.5,58.0,8.12,8.08,5.06,16431
9,4,3,2,1.03,59.4,60.0,6.61,6.66,3.94,5353
2,2,2,3,0.72,62.0,55.0,5.75,5.79,3.58,2224
5,3,2,5,1.01,59.9,61.0,6.5,6.46,3.88,6097
7,2,1,5,0.41,61.8,57.0,4.78,4.76,2.95,999
3,3,6,2,1.31,59.4,60.0,7.06,7.12,4.21,5446
2,3,0,3,1.0,60.8,60.0,6.45,6.41,3.91,4295
10,4,5,6,0.32,60.1,61.0,4.4,4.45,2.66,589
3,2,3,6,0.31,61.8,54.0,4.39,4.41,2.72,789
5,2,1,7,1.14,62.3,55.0,6.68,6.71,4.17,10512
9,4,4,6,0.39,61.5,56.0,4.7,4.73,2.9,926
12,4,0,5,0.7,61.2,60.0,5.73,5.77,3.52,3131
8,3,0,1,0.31,60.2,59.0,4.39,4.42,2.65,1167
11,1,3,5,1.0,62.7,58.0,6.24,6.33,3.94,5068
6,2,0,3,1.17,62.7,57.0,6.7,6.72,4.21,5842
10,2,6,5,0.31,62.2,55.0,4.32,4.36,2.7,396
2,4,4,2,0.5,63.1,55.0,5.09,5.02,3.19,984
9,3,1,5,0.52,60.7,58.0,5.21,5.17,3.15,1815
12,3,3,7,0.3,62.6,58.0,4.27,4.29,2.68,684
7,1,3,4,0.3,63.6,57.0,4.23,4.26,2.7,605
4,4,3,2,1.01,63.2,59.0,6.36,6.32,4.01,5113
6,2,5,1,0.33,62.1,55.0,4.41,4.44,2.75,694
12,4,5,2,0.7,62.2,58.0,5.63,5.66,3.51,2136
11,3,5,5,0.33,61.0,61.0,4.46,4.43,2.71,594
1,3,1,2,1.2,60.3,57.0,6.98,6.84,4.17,7362
12,1,2,2,0.52,63.6,62.0,5.07,4.96,3.2,1357
7,4,2,7,0.29,63.1,57.0,4.22,4.3,2.69,664
7,4,0,2,0.84,59.9,54.0,6.2,6.23,3.72,4205
11,4,2,2,0.38,61.5,54.0,4.69,4.71,2.89,660
10,4,2,2,1.06,59.6,60.0,6.61,6.68,3.96,5491
7,2,5,4,0.36,62.1,56.0,4.55,4.59,2.84,568
10,3,4,3,1.12,62.0,57.0,6.68,6.61,4.12,4641
8,1,1,4,1.01,63.6,57.0,6.41,6.35,4.06,7665
2,2,3,3,1.5,61.4,56.0,7.34,7.38,4.52,8580
3,1,1,0,0.81,64.1,59.0,5.89,5.85,3.76,2608
6,3,1,2,0.7,61.3,58.0,5.71,5.68,3.49,2777
4,2,4,2,0.44,61.9,57.0,4.9,4.92,3.04,733
2,3,3,4,1.2,62.8,58.0,6.84,6.75,4.27,8602
4,2,4,5,0.41,61.5,55.0,4.78,4.81,2.95,743
8,1,0,2,0.32,63.8,55.0,4.36,4.35,2.78,706
0,4,5,2,0.7,62.7,56.0,5.64,5.68,3.55,1918
9,2,6,4,1.26,62.2,58.0,6.88,6.92,4.29,6332
10,3,2,5,0.83,60.2,60.0,6.04,6.09,3.65,3557
11,2,1,6,0.4,62.6,56.0,4.7,4.73,2.95,1333
8,2,4,5,1.23,62.2,55.0,6.81,6.85,4.25,7130
9,4,3,3,1.5,63.1,57.0,7.29,7.25,4.59,9384
2,4,1,2,1.01,61.9,56.0,6.33,6.41,3.94,5759
8,2,0,0,2.75,60.9,57.0,9.04,8.98,5.49,13156
6,3,3,5,0.42,60.6,58.0,4.83,4.88,2.94,847
8,2,3,6,0.51,61.4,56.0,5.14,5.15,3.16,1963
1,2,6,2,1.55,61.7,54.0,7.42,7.55,4.62,7987
9,4,4,2,0.4,62.6,58.0,4.68,4.72,2.94,666
10,2,0,2,0.73,61.8,56.0,5.8,5.76,3.57,3189
12,4,4,5,0.31,63.1,57.0,4.32,4.27,2.71,628
4,3,3,1,0.36,62.5,60.0,4.53,4.49,2.82,1148
2,4,0,5,1.51,62.3,59.0,7.29,7.34,4.56,14112
1,3,2,2,0.22,60.4,61.0,3.88,3.84,2.33,342
3,2,5,4,1.03,60.9,56.0,6.52,6.59,3.99,5206
3,3,2,3,0.78,62.8,56.0,5.9,5.86,3.69,2200
11,4,4,5,0.8,63.4,60.0,5.92,5.82,3.72,2797
12,0,4,0,2.22,70.1,55.0,7.77,7.74,5.44,6564
10,2,2,4,0.7,61.0,58.0,5.74,5.76,3.51,3162
3,2,2,7,0.54,62.0,55.0,5.24,5.25,3.25,2454
10,4,1,2,0.5,63.3,59.0,5.03,4.99,3.17,1415
10,1,3,2,0.93,58.8,61.0,6.36,6.39,3.75,4405
7,2,1,5,0.52,61.3,55.0,5.18,5.2,3.18,1712
4,2,3,2,0.56,62.3,53.0,5.31,5.28,3.3,1591
12,2,4,6,0.72,60.8,58.0,5.77,5.8,3.52,3180
11,2,0,5,0.73,61.6,56.0,5.78,5.82,3.57,3464
5,3,3,2,1.15,62.6,58.0,6.71,6.65,4.18,5851
0,3,3,2,0.3,60.1,62.0,4.37,4.35,2.62,574
1,1,3,4,0.66,59.0,62.0,5.66,5.72,3.35,2055
3,4,4,6,0.35,62.6,57.0,4.45,4.47,2.79,798
3,4,4,0,1.2,58.6,57.0,6.96,7.01,4.09,3696
9,2,2,4,0.35,62.8,54.0,4.5,4.54,2.84,754
4,2,1,4,0.41,61.7,57.0,4.8,4.76,2.95,1153
1,1,5,5,0.97,64.5,61.0,6.16,6.21,3.99,4355
4,2,2,3,0.91,62.0,56.0,6.2,6.22,3.85,4642
10,2,3,4,0.57,61.3,56.0,5.34,5.36,3.28,1851
11,2,3,6,0.3,61.7,57.0,4.31,4.35,2.67,764
10,2,3,5,0.32,61.8,57.0,4.38,4.42,2.72,561
3,4,2,2,0.9,61.4,58.0,6.18,6.23,3.81,4379
3,1,0,2,0.41,63.8,56.0,4.72,4.68,3.0,947
0,3,5,4,1.27,62.2,59.0,6.92,6.87,4.29,6532
10,4,2,3,0.92,62.9,58.0,6.18,6.22,3.9,3763
11,2,1,5,0.71,61.8,57.0,5.69,5.74,3.53,3301
11,3,4,5,1.09,62.3,57.0,6.63,6.53,4.1,5993
7,4,1,5,0.55,61.6,60.0,5.23,5.27,3.23,1719
8,2,3,4,0.31,62.1,55.0,4.33,4.36,2.7,625
0,2,2,3,1.02,61.8,57.0,6.49,6.43,3.99,4832
6,2,2,4,0.41,61.9,55.0,4.76,4.8,2.96,1007
10,2,2,0,0.9,61.8,57.0,6.13,6.2,3.81,2611
5,2,2,7,1.24,62.0,57.0,6.86,6.91,4.27,12059
12,3,1,3,0.9,60.8,60.0,6.21,6.25,3.79,3662
10,1,2,3,1.15,63.8,57.0,6.65,6.6,4.23,4437
8,2,4,5,1.74,61.5,55.0,7.79,7.73,4.77,13761
0,4,2,5,0.28,62.7,58.0,4.14,4.15,2.6,487
7,4,4,3,0.9,62.9,57.0,6.09,6.16,3.85,3160
1,3,3,2,1.57,59.5,58.0,7.56,7.61,4.51,10914
1,2,3,4,0.25,62.5,55.0,4.0,4.02,2.51,454
1,2,6,2,1.29,61.6,58.0,6.96,6.99,4.3,5607
6,3,1,6,0.41,61.2,62.0,4.78,4.76,2.92,1241
6,2,1,5,0.35,62.4,57.0,4.52,4.55,2.83,767
5,2,1,2,0.85,60.7,57.0,6.11,6.14,3.72,4181
10,2,4,6,0.24,60.7,57.0,4.02,4.05,2.44,504
9,2,2,7,1.15,62.1,55.0,6.69,6.74,4.17,8743
5,3,3,5,0.9,61.7,57.0,6.21,6.11,3.8,4637
2,2,6,2,1.24,61.8,57.0,6.92,6.86,4.26,4875
7,4,4,4,0.51,62.3,57.0,5.1,5.12,3.18,1628
6,4,4,5,1.21,62.9,57.0,6.75,6.8,4.26,6189
1,1,3,2,0.7,64.0,55.0,5.62,5.59,3.59,2016
6,4,0,2,0.9,63.3,57.0,6.12,6.07,3.86,4304
1,3,3,3,0.36,60.8,58.0,4.61,4.57,2.79,608
3,3,4,0,1.02,62.5,60.0,6.41,6.39,4.0,3199
9,2,4,5,1.21,62.9,57.0,6.8,6.75,4.26,6302
8,3,5,0,1.69,62.4,60.0,7.59,7.56,4.73,6436
10,2,3,5,0.32,61.6,57.0,4.39,4.41,2.71,561
4,2,3,2,0.5,62.2,56.0,5.13,5.08,3.17,1173
10,4,4,5,0.7,62.3,56.0,5.66,5.7,3.54,2276
2,4,1,2,0.72,57.9,58.0,5.92,5.96,3.44,2610
9,2,3,4,0.75,62.3,57.0,5.83,5.86,3.64,2973
10,3,1,3,1.0,59.9,55.0,6.48,6.4,3.86,3612
11,2,1,6,0.34,62.0,56.0,4.52,4.48,2.79,1084
7,2,5,4,0.34,62.0,56.0,4.5,4.53,2.8,555
9,1,2,4,0.49,58.5,61.5,5.18,5.21,3.04,1294
1,2,2,3,2.24,60.3,59.0,8.47,8.5,5.12,17989
6,4,5,3,2.02,63.3,59.0,7.93,8.0,5.04,11390
3,4,1,5,0.5,63.4,58.0,5.08,5.05,3.21,1583
5,2,1,5,0.61,59.7,57.0,5.57,5.52,3.31,2115
12,3,2,2,0.59,62.4,59.0,5.37,5.33,3.34,1561
9,0,1,5,1.01,64.8,59.0,6.34,6.26,4.08,4972
8,4,2,2,0.7,63.2,57.0,5.68,5.62,3.57,2423
6,3,5,2,1.03,62.0,58.0,6.46,6.41,3.99,3749
8,2,0,3,0.72,62.7,55.0,5.72,5.7,3.58,2670
1,2,4,4,0.34,62.4,55.0,4.48,4.5,2.8,615
7,2,3,4,0.32,61.8,55.0,4.42,4.45,2.74,559
0,2,3,7,0.62,61.6,56.0,5.45,5.48,3.37,2861
3,4,1,3,1.51,62.8,59.0,7.24,7.31,4.57,9058
2,4,2,3,1.04,60.0,61.0,6.5,6.57,3.92,4427
3,3,5,2,1.25,59.7,59.0,6.97,7.03,4.18,5293
10,2,2,6,0.3,62.4,57.0,4.25,4.28,2.66,790
5,4,3,5,0.71,63.5,57.0,5.61,5.64,3.57,2454
12,2,3,1,0.3,62.1,55.0,4.35,4.31,2.69,956
7,4,3,4,0.72,60.1,63.0,5.86,5.82,3.51,3024
1,3,1,5,0.35,60.4,60.0,4.52,4.55,2.74,767
4,3,1,5,0.38,62.2,59.0,4.67,4.63,2.89,1112
7,2,0,5,0.33,62.5,56.0,4.43,4.46,2.78,781
2,3,4,3,1.1,59.2,59.0,6.8,6.74,4.01,3388
10,4,1,2,0.33,63.1,56.0,4.45,4.42,2.8,693
5,4,3,5,1.0,63.5,59.0,6.33,6.23,3.99,5967
2,4,4,2,0.3,60.8,61.0,4.25,4.3,2.6,421
7,4,0,2,1.01,61.5,61.0,6.37,6.47,3.95,5542
1,4,4,3,1.5,62.3,60.0,7.28,7.22,4.52,7775
7,2,2,7,0.39,61.6,55.0,4.71,4.74,2.91,988
6,2,0,5,0.41,61.5,57.0,4.77,4.79,2.94,1007
1,2,3,4,0.3,61.5,57.0,4.31,4.34,2.66,605
7,3,4,2,1.2,61.8,58.0,6.8,6.72,4.18,5669
7,2,1,3,0.41,61.8,54.0,4.78,4.8,2.96,625
6,2,1,5,0.38,60.1,56.0,4.69,4.72,2.83,866
5,2,0,2,0.51,62.6,57.0,5.11,5.08,3.19,1619
12,4,2,3,0.73,61.7,60.0,5.71,5.8,3.55,2624
12,2,2,6,0.33,61.8,57.0,4.44,4.46,2.75,955
11,1,6,5,1.52,63.5,58.0,7.24,7.28,4.61,7370
8,4,1,5,1.05,63.5,57.0,6.51,6.46,4.12,6586
3,3,5,4,2.0,60.8,59.0,8.13,8.02,4.91,18795
0,2,4,7,1.13,59.7,59.0,6.89,6.77,4.08,7108
3,2,1,5,0.53,61.4,56.0,5.24,5.21,3.21,1813
1,1,2,6,0.23,58.1,52.0,4.03,4.1,2.36,458
10,0,2,2,0.3,64.6,56.0,4.27,4.25,2.75,599
9,4,1,2,0.72,62.5,58.0,5.68,5.72,3.56,2618
7,0,1,3,1.0,65.1,59.0,6.3,6.23,4.08,3575
2,2,0,3,1.01,61.6,57.0,6.32,6.45,3.93,5051
7,3,0,5,0.4,61.7,59.0,4.73,4.76,2.93,982
5,3,3,3,1.21,60.3,58.0,6.9,6.96,4.18,5430
5,2,2,5,1.51,62.4,53.0,7.37,7.32,4.58,15688
5,3,1,2,0.41,61.8,60.0,4.78,4.74,2.94,904
3,4,6,2,0.9,63.4,54.0,6.17,6.14,3.9,2834
10,3,4,2,0.53,60.9,60.0,5.26,5.19,3.18,1193
4,2,3,6,0.5,62.1,53.5,5.08,5.13,3.17,1865
11,4,1,2,2.0,60.5,59.0,8.09,8.14,4.94,18709
11,2,3,1,0.35,60.7,57.0,4.59,4.61,2.79,959
10,2,4,6,0.3,62.2,55.0,4.3,4.32,2.68,665
4,3,4,4,1.19,62.4,59.0,6.79,6.73,4.22,7277
3,3,1,3,0.7,62.8,59.0,5.69,5.64,3.56,2475
6,2,1,5,0.32,62.0,55.0,4.39,4.41,2.73,702
2,2,3,2,1.32,61.9,57.0,7.05,7.01,4.35,7414
1,2,1,3,1.22,62.7,57.0,6.84,6.81,4.28,6343
7,2,0,5,0.32,61.3,57.0,4.44,4.46,2.73,713
7,2,4,4,1.87,59.7,60.0,7.98,8.04,4.78,17761
6,3,3,5,0.32,62.3,58.0,4.41,4.36,2.73,720
1,4,0,2,1.01,61.8,58.0,6.33,6.38,3.93,5812
0,2,6,5,0.32,62.2,57.0,4.38,4.36,2.72,504
0,3,5,4,1.51,62.3,60.0,7.28,7.32,4.55,9467
10,3,4,4,0.39,61.7,57.0,4.68,4.65,2.88,1009
2,2,1,6,0.33,61.5,56.0,4.49,4.46,2.75,1052
2,3,5,7,0.32,60.7,59.0,4.4,4.43,2.68,561
3,2,6,2,1.08,62.1,55.0,6.54,6.57,4.07,4633
10,3,1,5,1.01,59.3,59.0,6.59,6.54,3.89,5882
5,4,3,4,0.57,61.0,55.0,5.36,5.43,3.28,1817
3,2,2,4,1.02,62.0,57.0,6.49,6.44,4.01,8637
6,2,1,7,1.01,61.4,56.0,6.49,6.45,3.97,10283
5,4,3,5,1.01,61.6,56.0,6.4,6.46,3.96,5839
10,3,0,5,0.4,62.4,59.0,4.7,4.72,2.94,982
2,2,4,3,1.1,62.6,56.0,6.65,6.57,4.14,4620
0,4,3,4,0.63,59.9,57.0,5.57,5.62,3.35,2241
6,3,5,4,0.76,59.3,62.0,5.93,5.85,3.49,2753
5,1,3,2,1.01,62.8,58.0,6.36,6.29,3.97,4641
4,3,1,5,1.01,62.5,58.0,6.44,6.4,4.01,6606
6,2,1,5,0.3,61.2,55.0,4.35,4.31,2.65,844
2,2,3,4,0.54,60.7,57.0,5.29,5.26,3.2,2274
12,3,1,5,0.55,62.3,60.0,5.26,5.18,3.25,2030
0,2,3,3,2.3,61.6,57.0,8.47,8.41,5.2,15433
0,3,3,2,1.02,62.2,58.0,6.44,6.48,4.02,4435
7,2,5,5,0.31,62.1,53.7,4.37,4.4,2.72,447
1,4,6,2,1.27,60.9,59.0,6.96,7.04,4.26,5224
5,3,3,2,0.3,61.6,59.0,4.28,4.26,2.63,574
12,4,4,5,0.9,63.0,57.0,6.09,6.13,3.85,4381
2,4,0,2,0.41,62.9,58.0,4.7,4.75,2.97,791
4,2,2,5,0.3,62.0,53.7,4.31,4.33,2.68,601
11,0,5,3,1.52,64.7,58.0,7.19,7.22,4.66,6905
7,4,5,2,0.74,63.8,58.0,5.72,5.76,3.66,2352
0,2,4,2,1.05,62.5,56.0,6.52,6.43,4.05,5027
1,2,3,1,0.37,62.1,54.0,4.6,4.64,2.87,1056
12,1,4,6,0.3,63.3,55.0,4.29,4.34,2.73,684
6,2,2,5,1.24,62.0,57.0,6.83,6.89,4.25,9478
1,4,2,7,0.34,59.6,60.0,4.54,4.59,2.72,724
2,2,3,1,0.3,61.0,56.0,4.34,4.37,2.65,844
9,4,6,3,1.02,63.4,56.0,6.42,6.36,4.05,3599
1,2,0,7,0.32,62.2,56.0,4.41,4.37,2.73,1014
8,3,3,5,0.67,61.0,57.0,5.68,5.63,3.45,2050
5,4,1,2,0.7,59.1,62.0,5.74,5.8,3.41,2569
10,4,1,5,0.53,63.5,59.0,5.17,5.13,3.27,1678
4,4,1,4,0.7,63.4,62.0,5.64,5.56,3.55,2695
7,3,3,4,1.05,61.6,58.0,6.51,6.48,4.0,7063
12,3,4,5,0.9,60.4,59.0,6.27,6.24,3.78,4246
1,2,3,4,1.02,61.0,57.0,6.48,6.5,3.96,7324
2,3,4,2,0.7,62.0,58.0,5.65,5.71,3.52,2155
1,2,3,2,1.03,60.1,59.0,6.6,6.57,3.96,5111
3,2,4,7,0.39,61.9,54.0,4.7,4.73,2.92,911
9,2,3,7,0.5,62.8,57.0,5.07,5.05,3.18,1858
9,2,3,3,1.51,61.2,56.1,7.39,7.41,4.53,9104
1,2,1,5,1.27,61.8,55.0,7.03,6.92,4.31,6543
7,2,3,2,1.53,60.1,57.0,7.46,7.57,4.52,10947
3,4,6,5,0.91,61.6,58.0,6.23,6.28,3.85,3112
11,2,0,2,0.35,61.5,56.0,4.54,4.57,2.8,780
4,2,4,3,1.04,59.6,56.0,6.64,6.59,3.94,4077
1,2,1,1,0.65,62.3,56.0,5.52,5.56,3.45,4184
3,2,0,7,0.4,62.0,56.0,4.74,4.71,2.93,1323
1,4,3,4,0.43,60.9,57.0,4.88,4.91,2.98,943
5,2,1,5,0.52,61.5,56.0,5.2,5.18,3.19,1694
11,4,5,2,1.09,63.2,59.0,6.54,6.5,4.12,4639
3,2,3,4,0.54,61.6,56.0,5.24,5.28,3.24,1957
3,1,4,0,0.9,57.4,63.0,6.38,6.33,3.65,1939
3,2,6,5,1.73,63.0,57.0,7.64,7.6,4.8,10076
10,4,4,5,1.7,63.3,58.0,7.48,7.56,4.76,12833
9,3,2,2,1.05,60.3,60.0,6.66,6.54,3.98,5557
8,4,1,2,0.34,63.2,55.0,4.49,4.46,2.83,765
1,2,1,4,0.3,61.6,57.0,4.33,4.3,2.66,936
8,4,2,5,0.8,62.1,60.0,5.86,5.92,3.66,3471
7,2,2,3,0.74,60.6,57.0,5.88,5.84,3.55,2555
0,2,2,4,0.37,61.7,56.0,4.63,4.61,2.85,1041
9,4,5,5,0.9,62.3,64.0,6.1,6.13,3.81,3605
1,3,2,2,0.7,61.6,55.0,5.7,5.66,3.5,2348
12,2,5,2,0.52,61.8,54.0,5.16,5.19,3.2,1094
4,2,4,2,0.56,61.8,55.0,5.31,5.34,3.29,1214
1,2,2,1,0.33,61.2,56.0,4.47,4.49,2.74,1240
7,2,2,5,0.55,60.9,56.0,5.3,5.34,3.24,1709
11,2,1,1,0.41,62.1,54.0,4.75,4.81,2.97,1419
8,3,4,5,1.21,61.5,58.0,6.82,6.78,4.18,6710
11,3,3,7,0.6,59.7,60.0,5.55,5.5,3.3,2105
5,2,3,4,0.82,61.9,54.0,5.99,6.03,3.72,3880
5,4,1,3,0.71,61.9,63.0,5.69,5.74,3.54,2256
10,3,2,7,0.7,61.0,57.0,5.8,5.71,3.51,2932
7,2,1,7,0.32,61.5,57.0,4.41,4.4,2.71,1080
10,2,3,5,1.46,62.3,56.0,7.28,7.2,4.51,10302
8,2,2,2,0.32,60.6,57.0,4.45,4.49,2.71,604
10,2,2,5,0.34,61.0,57.0,4.48,4.5,2.74,686
9,3,5,5,0.35,62.9,57.0,4.53,4.5,2.84,630
1,2,5,4,0.79,62.2,57.0,5.89,5.94,3.68,2958
10,3,3,5,1.54,63.0,59.0,7.36,7.3,4.62,11815
10,4,3,4,0.73,60.7,55.0,5.87,5.89,3.57,3011
3,3,3,3,0.5,62.5,57.0,5.04,5.01,3.14,1000
2,4,4,2,0.52,62.6,55.0,5.12,5.16,3.22,1111
3,2,5,1,0.4,62.8,54.0,4.7,4.72,2.96,1053
6,2,3,4,0.52,61.6,56.0,5.18,5.22,3.2,1722
4,2,4,4,0.31,62.4,55.0,4.36,4.33,2.71,698
6,2,1,2,0.31,61.5,55.0,4.37,4.41,2.7,660
10,2,5,5,0.33,62.4,56.0,4.39,4.43,2.75,463
3,2,2,2,0.41,61.6,57.0,4.8,4.78,2.95,904
1,2,3,6,0.42,62.8,55.0,4.78,4.8,3.01,1245
0,1,1,3,1.03,63.8,62.0,6.3,6.37,4.04,4250
3,2,2,7,0.4,62.4,56.0,4.74,4.72,2.95,1163
4,4,5,5,0.9,59.9,58.0,6.17,6.22,3.71,3709
0,2,4,5,1.04,62.2,57.0,6.46,6.49,4.03,6133
1,2,4,5,1.23,62.2,55.0,6.85,6.81,4.25,7260
8,3,3,3,1.71,60.9,58.0,7.72,7.68,4.69,11351
5,4,4,2,0.81,59.1,57.0,6.09,6.16,3.62,2562
11,4,2,4,0.71,61.8,60.0,5.66,5.7,3.51,3017
3,3,5,1,0.43,61.2,58.0,4.83,4.88,2.97,1056
8,4,0,7,0.26,62.8,60.0,4.01,4.05,2.53,554
6,1,3,3,0.5,63.8,57.0,4.98,5.02,3.19,1009
10,4,0,5,0.71,62.8,56.0,5.67,5.7,3.57,3045
1,2,3,3,0.3,60.6,56.0,4.35,4.4,2.65,405
6,4,5,2,1.01,60.3,57.0,6.51,6.53,3.93,3888
12,2,1,5,1.57,62.3,57.0,7.39,7.44,4.62,16570
5,2,4,3,2.64,62.3,55.0,8.88,8.83,5.52,17407
6,4,0,5,0.31,62.3,55.0,4.32,4.35,2.7,734
11,3,3,5,1.3,62.2,58.0,6.92,6.98,4.32,8854
11,1,0,4,1.02,64.6,58.0,6.22,6.28,4.04,6797
3,2,2,3,2.0,62.9,56.0,7.94,8.01,5.02,17534
8,1,3,7,0.3,63.6,57.0,4.3,4.26,2.72,878
3,3,3,4,1.5,62.7,58.0,7.3,7.25,4.56,14234
3,2,3,5,0.33,62.6,57.0,4.47,4.45,2.79,743
10,2,3,2,1.53,62.4,57.0,7.33,7.41,4.6,11230
6,3,1,2,0.3,60.6,58.0,4.34,4.3,2.62,675
10,4,2,2,0.54,64.0,59.0,5.14,5.18,3.3,1314
6,2,3,7,0.34,61.6,56.0,4.47,4.49,2.76,775
7,2,0,2,0.31,62.3,55.0,4.37,4.33,2.71,732
1,2,0,5,0.4,60.4,56.0,4.77,4.73,2.87,1050
3,4,3,5,0.56,62.5,57.0,5.25,5.28,3.29,1580
1,4,2,3,1.01,63.4,54.0,6.42,6.39,4.06,4270
9,2,3,4,1.04,61.8,56.0,6.5,6.52,4.02,7467
8,2,3,4,0.54,61.8,56.0,5.21,5.26,3.24,1724
1,4,1,3,2.14,61.5,58.0,8.24,8.31,5.09,18125
12,4,1,7,0.27,60.9,58.0,4.14,4.17,2.53,620
5,2,2,2,1.52,62.2,56.0,7.41,7.31,4.58,12183
10,1,4,2,0.71,63.5,57.0,5.64,5.67,3.59,2096
4,2,4,5,1.31,61.8,57.0,7.02,7.06,4.35,8261
6,2,0,5,0.31,62.2,54.0,4.34,4.31,2.69,942
7,4,4,2,0.7,63.5,57.0,5.59,5.66,3.59,2106
3,3,1,6,0.33,59.7,58.0,4.52,4.49,2.69,1052
7,2,5,6,1.32,61.0,56.0,7.09,7.07,4.32,8501
4,4,6,4,0.39,63.5,58.0,4.64,4.59,2.93,790
10,4,1,6,0.72,61.2,58.0,5.75,5.79,3.53,3903
10,3,3,5,1.62,62.3,58.0,7.49,7.54,4.68,13578
2,3,2,4,1.5,62.2,60.0,7.27,7.3,4.53,15708
5,2,4,7,1.23,61.6,57.0,6.87,6.92,4.25,8509
11,4,1,4,0.4,62.9,56.0,4.67,4.71,2.95,959
10,2,3,2,0.58,61.5,56.0,5.35,5.38,3.3,1690
5,2,6,2,1.72,62.0,57.0,7.66,7.62,4.74,8900
11,4,3,4,0.3,62.9,60.0,4.26,4.29,2.69,605
4,4,5,2,0.9,61.7,58.0,6.17,6.21,3.82,3274
2,3,4,3,1.14,60.6,59.0,6.77,6.8,4.11,4702
12,2,2,7,1.02,61.1,56.3,6.48,6.52,3.97,9521
1,3,0,3,0.91,62.3,57.0,6.22,6.14,3.85,3781
3,2,1,2,0.53,60.9,57.0,5.21,5.24,3.18,1769
11,3,4,0,2.33,60.7,58.0,8.64,8.56,5.22,8220
8,2,4,5,0.3,61.7,56.0,4.32,4.34,2.67,491
1,4,3,2,0.72,62.5,60.0,5.69,5.73,3.57,2488
